0,2|35677.0,18|35683.0,32|35686.0,8|35718.0,7|35884.0,7|36017.0,14|36279.0,
1,
2,7|36.0,16|30302.0,14|30320.0,13|31391.0,18|32999.0,0|35677.0,
3,
4,
5,
6,
7,32|1.0,2|36.0,16|30264.0,14|30331.0,16|30817.0,13|31213.0,13|31608.0,18|32987.0,13|33191.0,13|34717.0,0|35884.0,0|36017.0,
8,41|32811.0,14|32832.0,39|32846.0,16|32890.0,13|33054.0,13|34693.0,13|35100.0,0|35718.0,37|35964.0,13|36022.0,
9,
10,
11,
12,
13,37|31195.0,32|31198.0,7|31213.0,2|31391.0,7|31608.0,14|31683.0,14|33029.0,8|33054.0,18|33113.0,7|33191.0,14|33381.0,8|34693.0,32|34707.0,37|34715.0,7|34717.0,8|35100.0,14|35141.0,8|36022.0,14|36118.0,
14,16|30015.0,2|30320.0,37|30322.0,7|30331.0,32|30333.0,13|31683.0,8|32832.0,13|33029.0,13|33381.0,13|35141.0,13|36118.0,18|36253.0,0|36279.0,
15,
16,14|30015.0,40|30192.0,7|30264.0,2|30302.0,32|30311.0,39|30330.0,7|30817.0,8|32890.0,18|33792.0,18|34003.0,18|34256.0,18|34895.0,18|35242.0,18|35559.0,
17,
18,7|32987.0,39|32991.0,2|32999.0,13|33113.0,16|33792.0,16|34003.0,16|34256.0,16|34895.0,16|35242.0,16|35559.0,0|35683.0,14|36253.0,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,7|1.0,16|30311.0,14|30333.0,13|31198.0,13|34707.0,0|35686.0,
33,
34,
35,
36,
37,14|30322.0,13|31195.0,13|34715.0,8|35964.0,
38,
39,16|30330.0,8|32846.0,18|32991.0,
40,16|30192.0,
41,8|32811.0,
42,43|35300.0,
43,42|35300.0,
